CustomerID,Age,Gender,City,AnnualIncome,SpendingScore,PurchaseAmount,PurchaseFrequency,ProductCategory,LastPurchaseDaysAgo
10041,26,Female,Hyderabad,1325735,6,13240,13,Electronics,329
10042,56,Male,Chennai,1813120,4,27134,44,Books,172
10043,35,Female,Chennai,1982143,41,42041,47,Home,323
10044,21,Female,Mumbai,1416528,51,108,25,Sports,119
10045,42,Male,Delhi,840369,12,5101,22,Sports,56
10046,31,Male,Bangalore,1659265,37,19737,38,Books,282
10047,26,Male,Bangalore,1327285,2,3803,20,Electronics,145
10048,43,Female,Delhi,360880,3,15765,32,Beauty,271
10049,19,Male,Pune,871363,45,32980,16,Clothing,195
10050,37,Female,Mumbai,1975007,85,25617,20,Home,285
10051,45,Male,Delhi,378076,39,1442,41,Sports,64
10052,64,Female,Mumbai,1538428,77,34324,22,Electronics,55
10053,24,Female,Pune,1285883,54,33633,42,Clothing,287
10054,61,Female,Mumbai,1448499,78,20810,38,Home,339
10055,25,Female,Hyderabad,908404,94,46659,45,Electronics,168
10056,64,Male,Delhi,243524,18,48642,37,Home,165
10057,52,Male,Bangalore,489812,13,23586,15,Electronics,326
10058,31,Female,Chennai,735225,14,44267,12,Home,1
10059,34,Female,Pune,217104,41,45667,9,Home,329
10060,53,Male,Pune,1777190,40,779,37,Sports,109
10061,57,Male,Chennai,793421,89,39967,44,Beauty,106
10062,21,Male,Delhi,762015,91,14102,15,Electronics,277
10063,19,Male,Chennai,1551246,87,47080,44,Books,106
10064,23,Male,Mumbai,944916,71,40801,22,Clothing,319
10065,59,Male,Chennai,228341,48,37904,12,Home,181
10066,21,Female,Mumbai,924776,10,34962,27,Beauty,148
10067,46,Male,Mumbai,1838159,89,7409,19,Sports,353
10068,35,Male,Bangalore,1982322,54,14204,47,Books,191
10069,43,Female,Chennai,1400896,35,9400,25,Home,48
10070,61,Male,Bangalore,1460327,24,2240,10,Electronics,97
10071,51,Male,Chennai,1402705,49,19985,35,Clothing,301
10072,27,Male,Mumbai,1977953,42,11792,44,Books,163
10073,53,Female,Chennai,573977,75,41218,12,Clothing,4
10074,31,Male,Pune,1019132,84,5783,8,Home,308
10075,48,Female,Pune,1287636,74,9186,11,Beauty,348
10076,32,Male,Bangalore,1329856,50,47180,39,Sports,238
10077,25,Female,Hyderabad,592346,21,4352,19,Sports,117
10078,31,Male,Pune,441586,28,3604,23,Books,252
10079,40,Male,Bangalore,224970,92,7460,24,Home,300
10080,57,Male,Hyderabad,1773239,55,11971,15,Sports,21
10081,38,Female,Delhi,697765,27,33124,20,Home,115
10082,33,Male,Bangalore,1663053,97,1959,25,Sports,12
10083,62,Male,Pune,873883,68,43575,14,Clothing,198
10084,35,Female,Pune,1987830,99,19230,10,Beauty,219
10085,64,Female,Chennai,1947354,84,7499,48,Books,164
10086,41,Female,Hyderabad,1449685,6,35681,29,Clothing,140
10087,43,Male,Pune,419156,58,41480,47,Clothing,65
10088,42,Female,Chennai,636855,6,4573,49,Home,88
10089,62,Male,Hyderabad,721623,60,20247,49,Home,81
10090,58,Female,Bangalore,877906,81,46427,12,Home,163
10091,46,Female,Bangalore,377687,19,31194,33,Electronics,329
10092,32,Male,Chennai,719705,61,44977,23,Books,16
10093,62,Male,Bangalore,1865176,17,40793,14,Books,287
10094,18,Male,Chennai,623787,49,45667,23,Sports,317
10095,42,Male,Mumbai,1339100,3,19173,49,Sports,185
10096,24,Female,Hyderabad,1385993,34,1144,37,Beauty,111
10097,26,Female,Chennai,648498,62,4992,22,Electronics,298
10098,41,Female,Hyderabad,542154,60,41036,29,Beauty,150
10099,18,Male,Mumbai,1164631,68,24323,36,Beauty,186
10100,61,Male,Hyderabad,238923,87,8775,2,Electronics,216
10101,25,Female,Chennai,1788135,82,47343,20,Electronics,340
10102,41,Female,Bangalore,591248,34,44444,5,Electronics,114
10103,28,Male,Hyderabad,1135266,29,10859,27,Beauty,340
10104,34,Female,Hyderabad,577925,60,27903,3,Books,55
10105,25,Female,Pune,1310606,44,23452,18,Beauty,17
10106,52,Female,Pune,747807,15,17688,13,Clothing,46
10107,52,Male,Mumbai,428630,45,48953,22,Sports,162
10108,50,Female,Delhi,1642502,75,49239,13,Home,294
10109,22,Male,Bangalore,228026,9,24627,12,Books,115
10110,59,Female,Chennai,813669,35,12591,32,Clothing,16
10111,56,Male,Mumbai,1104606,10,13688,36,Books,359
10112,58,Female,Chennai,1777756,38,8854,7,Clothing,91
10113,45,Female,Chennai,1628907,29,7146,6,Home,256
10114,24,Female,Hyderabad,760283,46,20512,40,Home,4
10115,26,Male,Mumbai,979851,70,31543,37,Books,186
10116,25,Female,Mumbai,1396762,83,3143,6,Beauty,138
10117,29,Female,Pune,590979,90,44119,25,Clothing,66
10118,51,Male,Bangalore,1861204,73,44697,27,Sports,59
10119,50,Male,Delhi,1092168,45,29196,5,Home,338
10120,40,Female,Chennai,849508,77,18335,19,Clothing,223
10121,41,Female,Bangalore,1173844,90,9871,9,Electronics,164
10122,54,Female,Pune,742139,53,8012,40,Beauty,360
10123,52,Female,Bangalore,1020758,84,31872,1,Beauty,90
10124,61,Female,Chennai,1816343,2,30478,46,Books,107
10125,57,Male,Hyderabad,1548745,4,11272,9,Clothing,332
10126,39,Female,Hyderabad,1723941,71,4126,39,Clothing,131
10127,44,Male,Chennai,1319636,19,27808,10,Home,294
10128,52,Male,Pune,1159004,99,25515,49,Electronics,94
10129,18,Female,Pune,1759572,11,17527,43,Sports,36
10130,52,Male,Mumbai,1879189,83,28827,49,Sports,188
10131,54,Female,Delhi,588670,32,49939,14,Electronics,210
10132,64,Male,Hyderabad,1321069,14,38317,46,Clothing,333
10133,31,Male,Delhi,1791940,49,9202,40,Home,67
10134,20,Female,Bangalore,425806,69,31580,25,Beauty,132
10135,18,Female,Bangalore,735549,25,41263,19,Books,268
10136,22,Male,Chennai,655278,14,5403,17,Beauty,171
10137,43,Female,Chennai,948879,39,19601,18,Electronics,237
10138,31,Female,Chennai,1064679,12,13456,46,Electronics,23
10139,56,Male,Pune,734378,49,11809,40,Clothing,317
10140,44,Male,Hyderabad,394390,84,2155,9,Electronics,81
10141,26,Male,Delhi,1851156,18,32881,1,Home,65
10142,32,Female,Bangalore,1080169,1,47432,6,Beauty,193
10143,32,Female,Delhi,972982,4,2249,38,Clothing,116
10144,43,Female,Hyderabad,1154905,12,45656,38,Home,166
10145,59,Male,Delhi,722089,26,13708,39,Home,306
10146,30,Female,Delhi,1562279,32,28496,17,Books,286
10147,49,Male,Pune,1382215,79,38016,9,Electronics,250
10148,56,Male,Chennai,1962376,52,6946,11,Electronics,34
10149,49,Male,Pune,1284493,99,1904,18,Home,26
10150,21,Male,Pune,1928147,90,12741,45,Sports,181
10151,47,Male,Delhi,691329,15,13885,46,Clothing,214
10152,54,Male,Delhi,443554,8,26693,37,Sports,269
10153,40,Male,Pune,829430,92,21022,7,Home,80
10154,56,Female,Delhi,1184397,30,29074,35,Home,44
10155,62,Male,Pune,1598868,54,859,44,Electronics,284
10156,32,Female,Mumbai,287535,67,3960,7,Beauty,233
10157,60,Female,Pune,322958,70,14959,39,Electronics,360
10158,46,Female,Bangalore,1895025,95,18125,11,Books,174
10159,53,Female,Bangalore,1181011,90,23675,10,Books,233
10160,30,Female,Delhi,1097179,8,30827,34,Clothing,332
10161,49,Male,Pune,272820,63,45831,24,Beauty,81
10162,24,Female,Pune,909487,93,18309,12,Home,339
10163,39,Female,Chennai,516865,17,36053,9,Sports,106
10164,45,Female,Chennai,1953115,16,661,22,Beauty,314
10165,19,Male,Chennai,442273,45,337,38,Electronics,124
10166,59,Female,Pune,1032461,68,6078,46,Electronics,295
10167,62,Female,Pune,1528456,10,11425,32,Home,147
10168,23,Female,Bangalore,334806,80,46306,8,Sports,108
10169,45,Female,Hyderabad,1518251,19,47936,48,Home,293
10170,45,Male,Delhi,1551940,39,23951,21,Books,65
10171,61,Female,Bangalore,284027,50,2307,16,Electronics,357
10172,61,Male,Chennai,1423592,77,5657,33,Sports,51
10173,37,Male,Bangalore,1704668,60,11764,42,Electronics,176
10174,47,Female,Bangalore,1844706,68,21487,25,Books,301
10175,28,Female,Bangalore,510385,32,19133,39,Clothing,39
10176,45,Male,Chennai,859651,82,37581,6,Sports,76
10177,42,Female,Hyderabad,1229164,80,5678,4,Clothing,161
10178,56,Female,Mumbai,280496,89,8362,23,Books,152
10179,50,Female,Delhi,1061064,64,27592,9,Electronics,340
10180,18,Male,Delhi,719949,80,30223,36,Electronics,307
10181,44,Male,Bangalore,1026860,86,38483,11,Sports,252
10182,30,Female,Hyderabad,736900,24,22659,35,Clothing,276
10183,58,Female,Chennai,1754801,28,40713,12,Home,151
10184,20,Male,Mumbai,1437559,23,32365,35,Home,187
10185,56,Male,Mumbai,705710,63,21426,7,Books,343
10186,23,Male,Bangalore,985754,56,33330,29,Home,243
10187,25,Male,Bangalore,413770,85,45865,21,Clothing,50
10188,44,Male,Chennai,520413,73,6490,3,Beauty,288
10189,26,Male,Chennai,681394,66,12516,24,Books,52
10190,54,Male,Pune,1476260,38,5929,30,Electronics,74
10191,50,Female,Chennai,883174,28,22960,27,Beauty,315
10192,59,Male,Bangalore,1829537,26,5294,29,Clothing,234
10193,61,Male,Hyderabad,935346,60,46139,30,Electronics,222
10194,41,Female,Bangalore,1850071,60,16439,36,Home,339
10195,32,Female,Bangalore,1299343,91,2940,23,Books,159
10196,49,Female,Mumbai,1709177,55,32919,37,Home,182
10197,49,Male,Chennai,1034333,25,45975,26,Books,4
10198,41,Male,Delhi,1157980,21,7279,36,Clothing,73
10199,58,Female,Chennai,306537,25,30865,28,Sports,300
10200,29,Female,Pune,983819,58,32656,37,Sports,282
10201,56,Female,Hyderabad,1497526,38,42375,4,Clothing,19
10202,19,Male,Hyderabad,868221,46,26860,29,Electronics,243
10203,20,Female,Chennai,486362,75,39947,44,Books,219
10204,54,Male,Chennai,922716,92,43269,14,Beauty,275
10205,34,Male,Bangalore,852737,4,38040,44,Home,96
10206,19,Male,Delhi,1257208,19,26832,45,Books,303
10207,19,Male,Bangalore,1278460,62,47248,37,Beauty,36
10208,45,Female,Mumbai,1820252,24,21444,33,Home,88
10209,40,Female,Mumbai,438024,86,36224,31,Clothing,165
10210,54,Female,Hyderabad,1379958,55,20489,14,Clothing,164
10211,49,Male,Hyderabad,734187,25,49236,25,Electronics,245
10212,50,Female,Delhi,578523,72,17456,9,Clothing,105
10213,18,Male,Hyderabad,1354212,84,46773,25,Clothing,361
10214,36,Male,Pune,1777366,65,41886,41,Clothing,307
10215,19,Male,Mumbai,1751180,68,49569,46,Books,344
10216,61,Female,Delhi,1561887,12,866,25,Electronics,294
10217,43,Male,Mumbai,1174299,25,48518,30,Books,207
10218,49,Male,Chennai,1114489,21,2578,20,Beauty,53
10219,23,Female,Chennai,534542,19,20382,23,Sports,187
10220,49,Female,Delhi,990487,98,2533,1,Clothing,139
10221,21,Female,Bangalore,1210260,70,22204,15,Beauty,207
10222,28,Male,Pune,1397892,52,33885,21,Beauty,278
10223,34,Male,Pune,1260452,54,48105,30,Books,4
10224,55,Female,Hyderabad,1236067,35,23164,11,Clothing,244
10225,41,Male,Delhi,1354298,3,45208,26,Books,57
10226,22,Male,Pune,1931743,33,44087,30,Home,88
10227,51,Female,Hyderabad,585210,73,27103,9,Home,282
10228,23,Female,Mumbai,661695,7,14001,5,Sports,5
10229,39,Female,Bangalore,474363,27,2261,47,Clothing,102
10230,28,Female,Hyderabad,1880982,1,6119,47,Sports,63
10231,33,Female,Chennai,1169167,40,7211,34,Sports,140
10232,50,Female,Chennai,620169,18,19525,33,Beauty,180
10233,26,Female,Mumbai,1697436,35,46015,34,Books,2
10234,23,Female,Delhi,878387,81,37221,1,Beauty,313
10235,33,Male,Hyderabad,1397922,39,48935,15,Sports,39
10236,46,Male,Mumbai,1605417,11,12179,31,Sports,158
10237,20,Male,Chennai,1034540,45,31813,12,Home,28
10238,37,Male,Chennai,274007,75,48126,7,Books,171
10239,53,Male,Chennai,1450467,3,38966,45,Books,69
10240,36,Male,Bangalore,753964,77,21439,33,Books,155
10241,43,Male,Bangalore,478925,52,47817,42,Clothing,200
10242,20,Male,Chennai,1067395,60,42373,32,Clothing,169
10243,36,Male,Pune,1146603,92,34572,5,Clothing,161
10244,37,Male,Delhi,1252079,58,16066,38,Books,300
10245,49,Male,Bangalore,1543337,54,15209,5,Beauty,362
10246,24,Female,Hyderabad,876214,34,49513,17,Electronics,275
10247,58,Male,Bangalore,1588319,28,39551,7,Beauty,220
10248,50,Female,Hyderabad,1141047,61,34027,25,Sports,273
10249,57,Male,Bangalore,233399,66,42419,25,Home,94
10250,56,Female,Chennai,281808,66,45645,3,Sports,243
10251,35,Male,Hyderabad,842012,37,18486,36,Sports,101
10252,57,Female,Delhi,1261560,16,23925,28,Home,332
10253,18,Male,Bangalore,1835750,72,2369,23,Clothing,327
10254,28,Female,Bangalore,200927,75,5555,8,Electronics,225
10255,45,Male,Chennai,918787,45,27716,31,Clothing,86
10256,42,Female,Hyderabad,1199127,15,46302,21,Beauty,117
10257,40,Male,Pune,816065,4,32447,45,Clothing,216
10258,48,Female,Chennai,306573,23,15378,35,Home,160
10259,47,Female,Hyderabad,1744679,72,26222,41,Sports,279
10260,59,Female,Bangalore,1866217,80,16339,41,Home,169
10261,52,Female,Bangalore,348517,16,44665,42,Clothing,243
10262,24,Female,Bangalore,399969,88,26938,29,Beauty,143
10263,33,Female,Bangalore,1867242,53,16898,3,Sports,51
10264,43,Female,Mumbai,483265,10,32639,44,Books,26
10265,19,Female,Bangalore,1561571,34,7670,25,Beauty,116
10266,18,Male,Bangalore,664453,18,8918,2,Clothing,191
10267,29,Male,Pune,1363555,53,15161,44,Beauty,263
10268,22,Male,Pune,1762517,16,39396,41,Home,350
10269,54,Female,Hyderabad,1265540,62,4134,34,Electronics,123
10270,49,Female,Bangalore,1736421,52,6187,15,Home,153
10271,26,Male,Bangalore,204200,57,33520,39,Home,279
10272,58,Male,Hyderabad,1476469,72,45846,39,Books,27
10273,52,Female,Bangalore,1213141,64,16996,40,Clothing,223
10274,36,Female,Bangalore,921775,84,28288,47,Books,29
10275,33,Male,Chennai,1390135,23,2544,12,Books,255
10276,20,Female,Mumbai,1386718,40,9101,24,Clothing,337
10277,37,Male,Hyderabad,665204,14,31104,6,Beauty,305
10278,41,Female,Chennai,1110441,80,12787,6,Sports,68
10279,50,Male,Pune,1844380,18,28575,48,Electronics,99
10280,41,Male,Delhi,970362,94,25178,37,Books,18
10281,28,Female,Delhi,1191840,36,24715,26,Books,40
10282,25,Male,Pune,1088661,39,44070,3,Beauty,49
10283,53,Female,Mumbai,768240,41,12736,32,Clothing,33
10284,55,Female,Delhi,1988442,1,321,46,Home,7
10285,57,Female,Mumbai,398727,81,7194,18,Beauty,179
10286,37,Female,Delhi,683705,92,26141,28,Home,317
10287,52,Female,Delhi,262959,71,11927,33,Electronics,86
10288,42,Male,Chennai,1841645,84,8261,17,Sports,236
10289,52,Female,Delhi,750680,42,38931,32,Books,300
10290,42,Female,Pune,1285832,24,7122,12,Electronics,218
10291,46,Male,Mumbai,301439,65,37971,37,Home,91
10292,35,Female,Bangalore,493859,18,33909,21,Home,257
10293,63,Male,Bangalore,843486,90,29795,2,Home,107
10294,35,Female,Bangalore,1779410,14,21945,26,Books,151
10295,19,Male,Mumbai,1118640,19,29805,39,Clothing,76
10296,52,Female,Mumbai,1860992,82,18390,17,Clothing,251
10297,33,Female,Bangalore,349207,7,43889,36,Sports,303
10298,58,Female,Pune,925857,64,3545,34,Sports,271
10299,53,Female,Delhi,1550032,2,12738,19,Books,12
10300,50,Female,Bangalore,1224289,7,43206,32,Clothing,280
10301,21,Male,Hyderabad,717602,28,24357,22,Clothing,113
10302,50,Male,Mumbai,1157859,92,23456,45,Sports,99
10303,31,Female,Hyderabad,279756,81,997,39,Books,240
10304,38,Male,Hyderabad,1733242,30,45504,18,Clothing,208
10305,37,Female,Mumbai,1001880,85,36777,24,Sports,118
10306,25,Female,Bangalore,1624118,73,7719,1,Sports,274
10307,24,Female,Pune,1554571,36,33444,41,Clothing,274
10308,20,Male,Chennai,1329108,22,14086,2,Beauty,182
10309,34,Female,Hyderabad,763556,79,6290,40,Sports,208
10310,50,Male,Bangalore,1024173,78,5437,24,Electronics,343
10311,29,Female,Chennai,1504512,27,1344,40,Electronics,355
10312,39,Female,Hyderabad,872495,82,19566,2,Electronics,135
10313,39,Male,Bangalore,1481541,10,16673,27,Beauty,254
10314,63,Female,Hyderabad,200748,22,12246,2,Electronics,116
10315,47,Male,Bangalore,806474,23,23527,23,Home,197
10316,55,Female,Pune,1117327,52,28857,33,Electronics,28
10317,55,Female,Delhi,1359573,42,39618,34,Books,229
10318,62,Female,Delhi,1203658,41,22957,32,Electronics,154
10319,25,Male,Mumbai,242148,48,23832,3,Home,169
10320,44,Female,Chennai,222297,69,27742,27,Electronics,237
10321,44,Male,Hyderabad,787448,51,44415,12,Clothing,145
10322,51,Female,Hyderabad,1812441,89,4730,8,Home,302
10323,38,Female,Bangalore,1153449,1,33940,20,Books,301
10324,47,Male,Chennai,514516,88,13231,17,Clothing,317
10325,50,Female,Hyderabad,1565401,97,44720,45,Clothing,106
10326,45,Female,Chennai,620622,56,15303,33,Beauty,7
10327,64,Male,Chennai,1228966,71,3794,11,Clothing,334
10328,50,Male,Delhi,872446,24,37108,9,Electronics,271
10329,22,Male,Hyderabad,1258466,15,18116,34,Clothing,36
10330,36,Female,Hyderabad,1281544,75,1438,44,Clothing,97
10331,21,Male,Mumbai,1932310,44,49977,43,Beauty,173
10332,52,Male,Chennai,347267,81,47013,7,Electronics,186
10333,34,Female,Bangalore,1758493,49,30381,16,Electronics,1
10334,61,Male,Delhi,1295899,87,45962,27,Clothing,192
10335,45,Male,Mumbai,1589400,49,2685,15,Books,163
10336,47,Female,Delhi,629525,68,27641,24,Books,295
10337,46,Male,Bangalore,272691,95,47918,37,Electronics,10
10338,63,Female,Mumbai,1383153,98,14201,49,Books,15
10339,23,Male,Delhi,1833308,74,20923,40,Electronics,12
10340,52,Male,Bangalore,1199149,37,37917,19,Electronics,32
10341,58,Female,Pune,1416575,74,21718,23,Home,311
10342,54,Male,Mumbai,1779944,42,17773,39,Electronics,69
10343,41,Female,Bangalore,1130911,59,16965,31,Home,41
10344,46,Male,Mumbai,883673,75,12028,30,Clothing,298
10345,63,Male,Hyderabad,943963,95,25080,7,Beauty,154
10346,48,Female,Hyderabad,272189,10,36569,45,Sports,328
10347,52,Female,Delhi,524947,53,36874,3,Electronics,217
10348,50,Male,Chennai,848879,42,9008,38,Clothing,279
10349,38,Male,Pune,685057,8,1957,48,Electronics,273
10350,49,Male,Chennai,850518,75,5353,30,Electronics,186
10351,40,Female,Bangalore,245094,84,39524,10,Sports,80
10352,50,Female,Mumbai,347524,24,44636,34,Beauty,173
10353,20,Male,Hyderabad,1744468,51,24959,13,Home,347
10354,35,Male,Chennai,651669,71,24558,39,Sports,217
10355,42,Male,Hyderabad,1566192,60,49375,13,Electronics,96
10356,59,Female,Pune,596234,21,23848,25,Electronics,153
10357,48,Male,Bangalore,202653,53,42615,41,Home,243
10358,20,Female,Pune,1491355,6,42415,34,Books,288
10359,57,Female,Pune,721635,31,22462,40,Beauty,232
10360,63,Male,Bangalore,1574288,12,2461,40,Beauty,275
10361,41,Female,Mumbai,1273492,13,10261,40,Electronics,214
10362,49,Female,Pune,1070627,49,14092,34,Sports,83
10363,64,Male,Chennai,1742014,31,8901,15,Beauty,256
10364,39,Male,Bangalore,1871640,9,14069,3,Sports,139
10365,40,Male,Bangalore,1488279,27,32517,46,Books,342
10366,19,Male,Hyderabad,400029,53,12632,22,Electronics,212
10367,44,Male,Delhi,1664105,81,27082,34,Home,336
10368,59,Male,Pune,574973,51,225,5,Home,331
10369,19,Male,Chennai,1884322,72,25407,41,Electronics,111
10370,43,Female,Mumbai,981268,27,35198,22,Home,134
10371,34,Male,Pune,1172421,40,45185,29,Home,361
10372,57,Male,Mumbai,327956,62,1721,8,Electronics,61
10373,50,Male,Hyderabad,1983943,58,11107,34,Clothing,62
10374,26,Male,Pune,969348,15,45540,4,Sports,275
10375,60,Male,Mumbai,365927,39,13404,25,Sports,251
10376,56,Male,Pune,764873,70,10708,23,Beauty,362
10377,46,Female,Bangalore,883294,96,7201,25,Beauty,288
10378,59,Male,Pune,1535289,8,41828,34,Clothing,213
10379,43,Female,Chennai,699967,35,6888,44,Home,31
10380,52,Male,Pune,1662045,63,26344,6,Beauty,198
10381,42,Female,Mumbai,1607922,31,38058,34,Books,238
10382,41,Female,Chennai,254868,90,35197,21,Sports,357
10383,30,Female,Mumbai,1143523,42,39316,44,Clothing,109
10384,24,Male,Delhi,732284,88,18345,30,Home,163
10385,53,Male,Delhi,1224538,66,46781,3,Books,13
10386,62,Male,Chennai,1541157,41,34720,15,Sports,167
10387,37,Male,Delhi,1051234,1,16742,21,Clothing,332
10388,18,Male,Delhi,1530491,74,7434,19,Home,235
10389,25,Male,Bangalore,914527,87,23316,19,Electronics,343
10390,63,Female,Mumbai,774297,33,17015,49,Sports,314
10391,33,Female,Delhi,1641923,37,34333,46,Home,131
10392,31,Female,Chennai,1762202,57,49679,34,Books,114
10393,29,Male,Bangalore,1792163,11,236,14,Beauty,145
10394,40,Male,Delhi,409636,84,39714,4,Sports,58
10395,32,Female,Pune,448346,90,11869,31,Clothing,302
10396,45,Male,Chennai,1743470,47,7529,46,Sports,91
10397,51,Male,Mumbai,1152303,66,45605,11,Sports,363
10398,19,Male,Pune,758981,89,20169,44,Sports,68
10399,49,Female,Delhi,1938705,4,45454,45,Electronics,267
10400,40,Female,Chennai,1646169,83,48035,11,Clothing,353
10401,39,Male,Pune,882263,77,28868,49,Home,163
10402,42,Female,Chennai,1784627,83,41871,4,Sports,315
10403,39,Female,Hyderabad,1501702,77,22632,16,Electronics,156
10404,39,Male,Pune,1254070,55,1499,38,Beauty,82
10405,59,Male,Chennai,1522283,12,20210,6,Clothing,215
10406,23,Female,Pune,1474764,66,3920,18,Clothing,354
10407,32,Female,Hyderabad,757721,37,35427,25,Books,16
10408,60,Male,Mumbai,1540714,23,27610,24,Home,87
10409,54,Male,Mumbai,1599338,55,46085,39,Sports,143
10410,50,Male,Bangalore,582273,19,20763,47,Books,114
10411,25,Female,Pune,1573293,67,17708,9,Electronics,9
10412,61,Female,Hyderabad,1528750,88,41405,37,Clothing,302
10413,61,Male,Chennai,1187547,23,45979,34,Electronics,161
10414,22,Male,Bangalore,524096,4,15947,34,Beauty,273
10415,56,Male,Pune,1172255,18,39335,40,Beauty,223
10416,21,Male,Bangalore,725451,12,46994,40,Sports,139
10417,23,Female,Pune,1448109,35,6527,37,Sports,324
10418,62,Male,Mumbai,1271793,27,9305,28,Books,88
10419,49,Male,Chennai,1738996,43,45997,48,Books,343
10420,47,Female,Hyderabad,1141559,78,11614,11,Books,78
10421,64,Male,Mumbai,542075,95,5346,14,Sports,295
10422,52,Female,Bangalore,1589750,67,14215,26,Clothing,339
10423,57,Female,Delhi,762108,69,41956,8,Beauty,322
10424,33,Female,Bangalore,566361,64,35137,28,Beauty,196
10425,30,Male,Delhi,1522910,93,41390,20,Sports,364
10426,59,Female,Pune,389240,52,30972,25,Books,180
10427,47,Male,Mumbai,1191964,17,48558,10,Beauty,119
10428,36,Female,Pune,476356,83,22924,11,Sports,224
10429,34,Female,Hyderabad,1739298,99,12058,26,Clothing,211
10430,36,Female,Chennai,515782,33,17064,23,Home,256
10431,45,Male,Delhi,371151,72,31550,19,Clothing,126
10432,43,Male,Chennai,1697823,52,17978,18,Electronics,50
10433,54,Female,Pune,1176435,35,41014,19,Electronics,308
10434,43,Male,Mumbai,1982420,20,11864,39,Books,50
10435,40,Female,Mumbai,1281370,81,27750,40,Electronics,190
10436,26,Female,Pune,1076263,45,17387,15,Books,289
10437,29,Female,Pune,1333166,77,14227,16,Sports,53
10438,18,Female,Mumbai,926523,68,39582,20,Home,13
10439,18,Male,Hyderabad,1216691,50,35719,19,Clothing,185
10440,64,Female,Delhi,1582166,58,15026,11,Sports,361
10441,51,Male,Chennai,1559998,30,38832,7,Sports,259
10442,49,Female,Bangalore,1069831,70,41228,19,Beauty,143
10443,42,Female,Pune,325208,2,44205,24,Electronics,222
10444,57,Female,Pune,1557194,79,670,31,Home,203
10445,62,Female,Mumbai,355966,34,15621,48,Clothing,106
10446,18,Female,Chennai,954004,52,44673,8,Sports,156
10447,33,Male,Chennai,507893,84,43196,24,Home,39
10448,56,Male,Hyderabad,474550,16,26017,8,Sports,241
10449,22,Female,Delhi,542705,43,4265,13,Sports,184
10450,39,Male,Hyderabad,714760,64,40535,10,Clothing,124
10451,46,Male,Hyderabad,1146175,93,5064,19,Electronics,158
10452,20,Female,Chennai,1639087,27,41012,23,Books,182
10453,29,Female,Delhi,1097408,65,2759,42,Sports,194
10454,43,Female,Delhi,1058069,13,9291,33,Clothing,78
10455,33,Female,Delhi,549341,40,4291,30,Clothing,320
10456,54,Male,Mumbai,1133686,32,33657,30,Home,254
10457,39,Male,Delhi,1156108,67,42458,29,Electronics,247
10458,46,Male,Chennai,1834389,14,37316,37,Home,311
